PMID,Title,Authors,Citation,First Author,Journal/Book,Publication Year,Create Date,PMCID,NIHMS ID,DOI
"36259007","Impact of Catheter Ablation on Long-Term Outcomes in Patients With Atrial Fibrillation: A Meta-Analysis","Shaik TA, Haseeb M, Faisal S, Obeidat K, Salam O, Karedath J, Ahmad Ganaie Z, Hirani S.","Cureus. 2022 Sep 15;14(9):e29202. doi: 10.7759/cureus.29202. eCollection 2022 Sep.","Shaik TA","Cureus","2022","2022/10/19","PMC9569152","","10.7759/cureus.29202"
"36681561","Temporary ventricular assist device support with a catheter-based axial pump: Changing the paradigm at a pediatric heart center","Tume SC, Fuentes-Baldemar AA, Anders M, Spinner JA, Tunuguntla H, Imamura M, Razavi A, Hickey E, Stapleton G, Qureshi AM, Adachi I.","J Thorac Cardiovasc Surg. 2022 Dec 24:S0022-5223(22)01353-8. doi: 10.1016/j.jtcvs.2022.11.039. Online ahead of print.","Tume SC","J Thorac Cardiovasc Surg","2022","2023/01/21","","","10.1016/j.jtcvs.2022.11.039"
"37623522","Acute Changes on Left Atrial Function during Incremental Exercise in Patients with Heart Failure with Mildly Reduced Ejection Fraction: A Case-Control Study","Perrone MA, Iellamo F, D'Antoni V, Gismondi A, Di Biasio D, Vadalà S, Marazzi G, Morsella V, Volterrani M, Caminiti G.","J Pers Med. 2023 Aug 18;13(8):1272. doi: 10.3390/jpm13081272.","Perrone MA","J Pers Med","2023","2023/08/25","PMC10456046","","10.3390/jpm13081272"
"37519220","Development and validation of a prediction model based on machine learning algorithms for predicting the risk of heart failure in middle-aged and older US people with prediabetes or diabetes","Wang Y, Hou R, Ni B, Jiang Y, Zhang Y.","Clin Cardiol. 2023 Jul 31. doi: 10.1002/clc.24104. Online ahead of print.","Wang Y","Clin Cardiol","2023","2023/07/31","","","10.1002/clc.24104"
"36983232","Adropin Predicts Chronic Kidney Disease in Type 2 Diabetes Mellitus Patients with Chronic Heart Failure","Berezina TA, Obradovic Z, Boxhammer E, Berezin AA, Lichtenauer M, Berezin AE.","J Clin Med. 2023 Mar 13;12(6):2231. doi: 10.3390/jcm12062231.","Berezina TA","J Clin Med","2023","2023/03/29","PMC10059962","","10.3390/jcm12062231"
"37697706","Diverging role of epicardial adipose tissue across the entire heart failure spectrum","Rossi VA, Nebunu D, Haider T, Laptseva N, Naegele MP, Ruschitzka F, Sudano I, Flammer AJ.","ESC Heart Fail. 2023 Sep 11. doi: 10.1002/ehf2.14483. Online ahead of print.","Rossi VA","ESC Heart Fail","2023","2023/09/12","","","10.1002/ehf2.14483"
"37357744","Effectiveness of Timely Implementation of Palliative Care on the Well-Being of Patients With Chronic Heart Failure: A Randomized Case-Control Study","Pan L, Qiao L, Zhang Y, Zhang J, Yuan L.","J Palliat Care. 2023 Jun 26:8258597231184798. doi: 10.1177/08258597231184798. Online ahead of print.","Pan L","J Palliat Care","2023","2023/06/26","","","10.1177/08258597231184798"
"37109524","Sacubitril/Valsartan Improves Left Atrial and Ventricular Strain and Strain Rate in Patients with Heart Failure with Reduced Ejection Fraction","Brás PG, Gonçalves AV, Branco LM, Moreira RI, Pereira-da-Silva T, Galrinho A, Timóteo AT, Rio P, Leal A, Gameiro F, Soares RM, Ferreira RC.","Life (Basel). 2023 Apr 12;13(4):995. doi: 10.3390/life13040995.","Brás PG","Life (Basel)","2023","2023/04/28","PMC10142440","","10.3390/life13040995"
"36618925","The effects of qishen granules for patients with chronic heart failure: A multicenter randomized double-blind placebo-controlled trial","Du K, Liu J, Tan N, Huang X, Wang J, Zhao H, Wang W.","Front Pharmacol. 2022 Dec 23;13:1017734. doi: 10.3389/fphar.2022.1017734. eCollection 2022.","Du K","Front Pharmacol","2022","2023/01/09","PMC9822771","","10.3389/fphar.2022.1017734"
"36927615","Hybrid approach for end-stage heart failure treatment in a 6-month-old baby","Castaldi B, Padalino M, Sirico D, Guariento A, Vida V, Di Salvo G.","Cardiol Young. 2023 Mar 17:1-3. doi: 10.1017/S104795112300046X. Online ahead of print.","Castaldi B","Cardiol Young","2023","2023/03/17","","","10.1017/S104795112300046X"
"36540476","One Small Step for a Patient, One Giant Leap for Orthostatic Hypotension","Coniglio AC, Kittipibul V, Pelligra R, Richardson ES, Holley CL, Fudim M.","Cureus. 2022 Nov 17;14(11):e31612. doi: 10.7759/cureus.31612. eCollection 2022 Nov.","Coniglio AC","Cureus","2022","2022/12/21","PMC9759206","","10.7759/cureus.31612"
"37543567","Large cameral coronary artery fistula in a 5 months old infant with unusual presentation and fatal outcome: -case report","Moges T, Ahmed H, Gisila A.","BMC Pediatr. 2023 Aug 5;23(1):385. doi: 10.1186/s12887-023-04196-7.","Moges T","BMC Pediatr","2023","2023/08/05","PMC10403903","","10.1186/s12887-023-04196-7"
"35649468","Changing Demographics in Hypertrophic Cardiomyopathy and Implications for Management: Clinical Research","Maron BJ, Rowin EJ, Ambe SP, Maron MS.","Am J Med. 2022 Oct;135(10):1244-1246. doi: 10.1016/j.amjmed.2022.05.006. Epub 2022 May 29.","Maron BJ","Am J Med","2022","2022/06/01","","","10.1016/j.amjmed.2022.05.006"
"36937902","Impact of exercise on pulmonary artery pressure in patients with heart failure using an ambulatory pulmonary artery pressure monitor","Khedraki R, Abraham J, Jonsson O, Bhatt K, Omar HR, Bennett M, Bhimaraj A, Guha A, McCann P, Muse ED, Robinson M, Sauer AJ, Cheng A, Bagsic S, Fudim M, Heywood JT, Guglin M.","Front Cardiovasc Med. 2023 Mar 2;10:1077365. doi: 10.3389/fcvm.2023.1077365. eCollection 2023.","Khedraki R","Front Cardiovasc Med","2023","2023/03/20","PMC10019590","","10.3389/fcvm.2023.1077365"
"36930552","Experience acquired after 34 years of the first heart transplantation in Mexico","Careaga-Reyna G.","Gac Med Mex. 2023;159(1):69-73. doi: 10.24875/GMM.M22000741.","Careaga-Reyna G","Gac Med Mex","2023","2023/03/17","","","10.24875/GMM.M22000741"
"36396212","The Aged Heart","Magidson PD.","Emerg Med Clin North Am. 2022 Nov;40(4):637-649. doi: 10.1016/j.emc.2022.06.004. Epub 2022 Oct 7.","Magidson PD","Emerg Med Clin North Am","2022","2022/11/17","","","10.1016/j.emc.2022.06.004"
"36525834","Neighbourhood walkability in relation to cognitive functioning in patients with disorders along the heart-brain axis","Timmermans EJ, Leeuwis AE, Bots ML, van Alphen JL, Biessels GJ, Brunner-La Rocca HP, Kappelle LJ, van Rossum AC, van Osch MJP, Vaartjes I; Heart-Brain Connection Consortium.","Health Place. 2023 Jan;79:102956. doi: 10.1016/j.healthplace.2022.102956. Epub 2022 Dec 14.","Timmermans EJ","Health Place","2023","2022/12/16","","","10.1016/j.healthplace.2022.102956"
"37303466","A Case of Non-Tachycardic Atrial Fibrillation Whose Left Ventricular Systolic Dysfunction Improved After Catheter Ablation","Yamashita A, Kiuchi S, Ikeda T.","J Clin Med Res. 2023 May;15(5):274-278. doi: 10.14740/jocmr4908. Epub 2023 May 31.","Yamashita A","J Clin Med Res","2023","2023/06/12","PMC10251699","","10.14740/jocmr4908"
"37120464","Heart Disease and Ageing: The Roles of Senescence, Mitochondria, and Telomerase in Cardiovascular Disease","Booth LK, Redgrave RE, Tual-Chalot S, Spyridopoulos I, Phillips HM, Richardson GD.","Subcell Biochem. 2023;103:45-78. doi: 10.1007/978-3-031-26576-1_4.","Booth LK","Subcell Biochem","2023","2023/04/29","","","10.1007/978-3-031-26576-1_4"
"37502534","Retracted: Clinical Study of Heart Failure with Left Ventricular Ejection Fraction Regimen Treated with Entresto","Imaging CMM.","Contrast Media Mol Imaging. 2023 Jul 19;2023:9803791. doi: 10.1155/2023/9803791. eCollection 2023.","Imaging CMM","Contrast Media Mol Imaging","2023","2023/07/28","PMC10371606","","10.1155/2023/9803791"
"37475789","Retracted: Respiratory Care of Big Data Communication to Prevent Respiratory Tract Infection Nursing Analysis of Patients with Heart Failure","International BR.","Biomed Res Int. 2023 Jul 12;2023:9817379. doi: 10.1155/2023/9817379. eCollection 2023.","International BR","Biomed Res Int","2023","2023/07/21","PMC10356247","","10.1155/2023/9817379"
"37474312","Psychometric properties of the Japanese version of the Self-Care of Heart Failure Index version 7.2","Okada A, Hayashi K, Ichikura K, Kato NP, Wakabayashi R, Nagao N, Tsuchihashi-Makaya M.","Eur J Cardiovasc Nurs. 2023 Jul 20:zvad069. doi: 10.1093/eurjcn/zvad069. Online ahead of print.","Okada A","Eur J Cardiovasc Nurs","2023","2023/07/20","","","10.1093/eurjcn/zvad069"
"36633679","Frailty as a predictor of mortality and readmission rate in secondary mitral regurgitation","Uzel R, Rezar R, Bruno RR, Wernly S, Jung C, Delle Karth G, Datz C, Hoppichler F, Wernly B.","Wien Klin Wochenschr. 2023 Jan 12:1-7. doi: 10.1007/s00508-022-02138-4. Online ahead of print.","Uzel R","Wien Klin Wochenschr","2023","2023/01/12","PMC9836337","","10.1007/s00508-022-02138-4"
"37435053","The potential of sodium-glucose cotransporter 2 inhibitors for the treatment of systemic right ventricular failure in adults with congenital heart disease","Neijenhuis RML, Nederend M, Jongbloed MRM, Kiès P, Rotmans JI, Vliegen HW, Jukema JW, Egorova AD.","Front Cardiovasc Med. 2023 Jun 26;10:1093201. doi: 10.3389/fcvm.2023.1093201. eCollection 2023.","Neijenhuis RML","Front Cardiovasc Med","2023","2023/07/12","PMC10330719","","10.3389/fcvm.2023.1093201"
"36182054","Inductive database to support iterative data mining: Application to biomarker analysis on patient data in the Fight-HF project","Bresso E, Ferreira JP, Girerd N, Kobayashi M, Preud'homme G, Rossignol P, Zannad F, Devignes MD, Smaïl-Tabbone M.","J Biomed Inform. 2022 Nov;135:104212. doi: 10.1016/j.jbi.2022.104212. Epub 2022 Sep 28.","Bresso E","J Biomed Inform","2022","2022/10/01","","","10.1016/j.jbi.2022.104212"
"37538460","Retracted: Effect of Ghrelin Intervention on the Ras/ERK Pathway in the Regulation of Heart Failure by PTEN","Methods In Medicine CAM.","Comput Math Methods Med. 2023 Jul 26;2023:9761217. doi: 10.1155/2023/9761217. eCollection 2023.","Methods In Medicine CAM","Comput Math Methods Med","2023","2023/08/04","PMC10396501","","10.1155/2023/9761217"
"37475905","Retracted: Salviae miltiorrhizae Liguspyragine Hydrochloride and Glucose Injection Protects against Myocardial Ischemia-Reperfusion Injury and Heart Failure","Methods In Medicine CAM.","Comput Math Methods Med. 2023 Jul 12;2023:9760615. doi: 10.1155/2023/9760615. eCollection 2023.","Methods In Medicine CAM","Comput Math Methods Med","2023","2023/07/21","PMC10356389","","10.1155/2023/9760615"
"37416297","Retracted: Clinical Application Effect of Cluster Management in Noninvasive Ventilator Nursing Care of Patients with Severe Heart Failure","Methods In Medicine CAM.","Comput Math Methods Med. 2023 Jun 28;2023:9829543. doi: 10.1155/2023/9829543. eCollection 2023.","Methods In Medicine CAM","Comput Math Methods Med","2023","2023/07/07","PMC10322319","","10.1155/2023/9829543"
"37574129","Understanding Exercise Capacity - from Elite Athlete to HFpEF","Rowe SJ, Paratz ED, Foulkes SJ, Janssens K, Spencer LW, Fahey L, D'Ambrosio P, Haykowsky MJ, La Gerche A.","Can J Cardiol. 2023 Aug 11:S0828-282X(23)01581-7. doi: 10.1016/j.cjca.2023.08.007. Online ahead of print.","Rowe SJ","Can J Cardiol","2023","2023/08/13","","","10.1016/j.cjca.2023.08.007"
"36324672","Processed lateral root of Aconitum carmichaelii Debx.: A review of cardiotonic effects and cardiotoxicity on molecular mechanisms","Zhang J, Li D, Zhong D, Zhou Q, Yin Y, Gao J, Peng C.","Front Pharmacol. 2022 Oct 17;13:1026219. doi: 10.3389/fphar.2022.1026219. eCollection 2022.","Zhang J","Front Pharmacol","2022","2022/11/03","PMC9618827","","10.3389/fphar.2022.1026219"
"36225224","Myxedema heart disease and non-comatose presentation of myxedema: A case report","Valenzuela-Vallejo L, Folleco-Ortiz LE, Corredor-Orlandelli D, Aguirre-Ruiz JF, Isaza N, Valenzuela-Rincon A.","SAGE Open Med Case Rep. 2022 Oct 8;10:2050313X221130227. doi: 10.1177/2050313X221130227. eCollection 2022.","Valenzuela-Vallejo L","SAGE Open Med Case Rep","2022","2022/10/13","PMC9549094","","10.1177/2050313X221130227"
"36229955","Postoperative intrapulmonary invagination of the left internal mammary artery-An anomalous course deciphered on CT angiography","Singh R, Ojha V, Nagulakonda S, Malhi AS, Kumar S.","J Card Surg. 2022 Dec;37(12):5449-5450. doi: 10.1111/jocs.17003. Epub 2022 Oct 13.","Singh R","J Card Surg","2022","2022/10/14","","","10.1111/jocs.17003"
"37416156","Retracted: Influence of Health Education Based on IMB on Prognosis and Self-Management Behavior of Patients with Chronic Heart Failure","Methods In Medicine CAM.","Comput Math Methods Med. 2023 Jun 28;2023:9828324. doi: 10.1155/2023/9828324. eCollection 2023.","Methods In Medicine CAM","Comput Math Methods Med","2023","2023/07/07","PMC10322441","","10.1155/2023/9828324"
"37025382","Pathophysiology of Ca(v)1.3 L-type calcium channels in the heart","Zaveri S, Srivastava U, Qu YS, Chahine M, Boutjdir M.","Front Physiol. 2023 Mar 21;14:1144069. doi: 10.3389/fphys.2023.1144069. eCollection 2023.","Zaveri S","Front Physiol","2023","2023/04/07","PMC10070707","","10.3389/fphys.2023.1144069"
"36914919","Validating MRI-Derived Myocardial Stiffness Estimates Using In Vitro Synthetic Heart Models","Kolawole FO, Peirlinck M, Cork TE, Levenston M, Kuhl E, Ennis DB.","Ann Biomed Eng. 2023 Jul;51(7):1574-1587. doi: 10.1007/s10439-023-03164-7. Epub 2023 Mar 13.","Kolawole FO","Ann Biomed Eng","2023","2023/03/14","","","10.1007/s10439-023-03164-7"
"37187275","Regulation of the JAK/STAT signaling pathway: The promising targets for cardiovascular disease","Pang Q, You L, Meng X, Li Y, Deng T, Li D, Zhu B.","Biochem Pharmacol. 2023 Jul;213:115587. doi: 10.1016/j.bcp.2023.115587. Epub 2023 May 13.","Pang Q","Biochem Pharmacol","2023","2023/05/15","","","10.1016/j.bcp.2023.115587"
"36573109","A Novel Nomogram Integrated with Systemic Inflammation Markers and Traditional Prognostic Factors for Adverse Events' Prediction in Patients with Chronic Heart Failure in the Southwest of China","Liu Z, Zhang R, Xv Y, Wang J, Chen J, Zhou X.","J Inflamm Res. 2022 Dec 20;15:6785-6800. doi: 10.2147/JIR.S366903. eCollection 2022.","Liu Z","J Inflamm Res","2022","2022/12/27","PMC9789703","","10.2147/JIR.S366903"
"37288118","Synchronized Diaphragmatic Stimulation for Heart Failure With a Reduced Left Ventricular Ejection Fraction Using the VisONE System: A First-in-Patient Study With Extended Population","Jorbenadze A, Goldberg LR, Shaburishvili T, Zuber M, Mirro M, Fudim M.","Struct Heart. 2022 Oct 31;6(6):100103. doi: 10.1016/j.shj.2022.100103. eCollection 2022 Nov.","Jorbenadze A","Struct Heart","2022","2023/06/08","PMC10242567","","10.1016/j.shj.2022.100103"
"37288107","A comprehensive review of acute cardio-renal syndrome: need for novel biomarkers","Dutta A, Saha S, Bahl A, Mittal A, Basak T.","Front Pharmacol. 2023 May 23;14:1152055. doi: 10.3389/fphar.2023.1152055. eCollection 2023.","Dutta A","Front Pharmacol","2023","2023/06/08","PMC10242013","","10.3389/fphar.2023.1152055"
"36860729","Cardiac light-chain deposition disease and hints at diagnosing: a case report","Nishioka R, Yoshida S, Takamatsu H, Kawano M.","Eur Heart J Case Rep. 2023 Jan 30;7(2):ytad049. doi: 10.1093/ehjcr/ytad049. eCollection 2023 Feb.","Nishioka R","Eur Heart J Case Rep","2023","2023/03/02","PMC9969531","","10.1093/ehjcr/ytad049"
"37150503","Right Heart Adaptation to Exercise in Pulmonary Hypertension: An Invasive Hemodynamic Study","Baratto C, Caravita S, Dewachter C, Faini A, Perego GB, Bondue A, Senni M, Muraru D, Badano LP, Parati G, Vachiéry JL.","J Card Fail. 2023 Sep;29(9):1261-1272. doi: 10.1016/j.cardfail.2023.04.009. Epub 2023 May 5.","Baratto C","J Card Fail","2023","2023/05/07","","","10.1016/j.cardfail.2023.04.009"
"36545295","Relationship Between Subclinical Cardiovascular Diseases and Cardiac Morpho-Functional Parameters in Preclinical Stage A/B Heart Failure Adults with Type 2 Diabetes","Xiao Y, Yao XY, Wang YH, Han LW, Li LX, Li M, Gao S.","Diabetes Metab Syndr Obes. 2022 Dec 15;15:3923-3931. doi: 10.2147/DMSO.S385088. eCollection 2022.","Xiao Y","Diabetes Metab Syndr Obes","2022","2022/12/22","PMC9762254","","10.2147/DMSO.S385088"
"36787644","Characterization of autonomic states by complex sympathetic and parasympathetic dynamics","Nardelli M, Citi L, Barbieri R, Valenza G.","Physiol Meas. 2023 Mar 8;44(3). doi: 10.1088/1361-6579/acbc07.","Nardelli M","Physiol Meas","2023","2023/02/14","","","10.1088/1361-6579/acbc07"
"36605423","Early and aggressive presentation of wild-type transthyretin amyloid cardiomyopathy: A case report","Boda I, Farhoud H, Dalia T, Goyal A, Shah Z, Vidic A.","World J Cardiol. 2022 Dec 26;14(12):657-664. doi: 10.4330/wjc.v14.i12.657.","Boda I","World J Cardiol","2022","2023/01/06","PMC9808025","","10.4330/wjc.v14.i12.657"
"37652110","The long-term effect of maternal obesity on the cardiovascular health of the offspring - systematic review","Matuszak O, Banach W, Pogorzały B, Muszyński J, Mengesha SH, Bogdański P, Skrypnik D.","Curr Probl Cardiol. 2023 Aug 29:102062. doi: 10.1016/j.cpcardiol.2023.102062. Online ahead of print.","Matuszak O","Curr Probl Cardiol","2023","2023/08/31","","","10.1016/j.cpcardiol.2023.102062"
"37657916","TBX20 loss-of-function variants in families with left ventricular non-compaction cardiomyopathy","Chang Y, Wacker J, Ingles J, Macciocca I, King I; Australian Genomics Cardiovascular Disorders Flagship; Semsarian C, McGaughran J, Weintraub RG, Bagnall RD.","J Med Genet. 2023 Sep 1:jmg-2023-109455. doi: 10.1136/jmg-2023-109455. Online ahead of print.","Chang Y","J Med Genet","2023","2023/09/01","","","10.1136/jmg-2023-109455"
"37463732","Management and outcomes of carcinoid heart disease with liver metastases of midgut neuroendocrine tumours","Suc G, Cachier A, Hentic O, Bazire B, Sannier A, Delhomme C, Nataf P, Laschet J, Deschamps L, Garbarz E, Ou P, Caligiuri G, Iung B, Ruszniewski P, de Mestier L, Arangalage D.","Heart. 2023 Jul 18:heartjnl-2023-322945. doi: 10.1136/heartjnl-2023-322945. Online ahead of print.","Suc G","Heart","2023","2023/07/18","","","10.1136/heartjnl-2023-322945"
"37450128","Liquid Biopsy, a Potential New Detection Method in Heart Allograft Rejection","Li C, Wang G.","Methods Mol Biol. 2023;2695:309-315. doi: 10.1007/978-1-0716-3346-5_21.","Li C","Methods Mol Biol","2023","2023/07/14","","","10.1007/978-1-0716-3346-5_21"
"37632493","Cardiopulmonary Performance Among Heart Failure Patients Before and After Left Ventricular Assist Device Implantation","Buchanan C, Buchanan C, Riordan M, Byrd J, Schulte M, Kohrt WM, Ambardekar AV, Allen LA, Wolfel G, Lawley J, Levine BD, Cornwell WK 3rd.","JACC Heart Fail. 2023 Aug 7:S2213-1779(23)00367-0. doi: 10.1016/j.jchf.2023.06.017. Online ahead of print.","Buchanan C","JACC Heart Fail","2023","2023/08/26","","","10.1016/j.jchf.2023.06.017"
"36983410","Burden of Illness beyond Mortality and Heart Failure Hospitalizations in Patients Newly Diagnosed with Heart Failure in Spain According to Ejection Fraction","Escobar C, Palacios B, Gonzalez V, Gutiérrez M, Duong M, Chen H, Justo N, Cid-Ruzafa J, Hernández I, Hunt PR, Delgado JF.","J Clin Med. 2023 Mar 21;12(6):2410. doi: 10.3390/jcm12062410.","Escobar C","J Clin Med","2023","2023/03/29","PMC10054096","","10.3390/jcm12062410"
"36524061","Basic pathophysiology and options of treatment for surgical management of functional tricuspid regurgitation: a systematic review","Gatti G, Dell'Angela L, Fiore A, Avtaar Singh SS, Couétil JP, Folliguet T, Sinagra G, Mazzaro E, Nappi F.","J Thorac Dis. 2022 Nov;14(11):4521-4544. doi: 10.21037/jtd-22-661.","Gatti G","J Thorac Dis","2022","2022/12/16","PMC9745518","","10.21037/jtd-22-661"
"36975495","Maximal Exercise Improves the Levels of Endothelial Progenitor Cells in Heart Failure Patients","Cavalcante S, Viamonte S, Cadilha RS, Ribeiro IP, Gonçalves AC, Sousa-Venâncio J, Gouveia M, Teixeira M, Santos M, Oliveira J, Ribeiro F.","Curr Issues Mol Biol. 2023 Feb 28;45(3):1950-1960. doi: 10.3390/cimb45030125.","Cavalcante S","Curr Issues Mol Biol","2023","2023/03/28","PMC10046939","","10.3390/cimb45030125"
"37181483","Physical Therapy for Adults with Heart Failure","Wu YC, Chen CN.","Phys Ther Res. 2023;26(1):1-9. doi: 10.1298/ptr.R0024. Epub 2023 Mar 28.","Wu YC","Phys Ther Res","2023","2023/05/14","PMC10169313","","10.1298/ptr.R0024"
"37639067","The prognostic impact of right ventricular-pulmonary arterial coupling in heart failure: a systematic review and meta-analysis","Anastasiou V, Papazoglou AS, Moysidis DV, Daios S, Barmpagiannos K, Gossios T, Efthimiadis GK, Karamitsos T, Ziakas A, Kamperidis V.","Heart Fail Rev. 2023 Aug 28. doi: 10.1007/s10741-023-10341-2. Online ahead of print.","Anastasiou V","Heart Fail Rev","2023","2023/08/28","","","10.1007/s10741-023-10341-2"
"37574130","Prognostic utility of skeletal muscle mass metrics in patients with heart failure","Uchida S, Kamiya K, Hamazaki N, Nozaki K, Ichikawa T, Yamashita M, Noda T, Ueno K, Hotta K, Maekawa E, Yamaoka-Tojo M, Matsunaga A, Ako J.","Can J Cardiol. 2023 Aug 11:S0828-282X(23)01580-5. doi: 10.1016/j.cjca.2023.08.006. Online ahead of print.","Uchida S","Can J Cardiol","2023","2023/08/13","","","10.1016/j.cjca.2023.08.006"
"37359320","Clinical significance of ST-segment depression during atrial fibrillation rhythm for subsequent heart failure events","Kawaji T, Hamatani Y, Kato M, Yokomatsu T, Miki S, Abe M, Akao M.","Eur Heart J Open. 2023 Jun 9;3(3):oead060. doi: 10.1093/ehjopen/oead060. eCollection 2023 May.","Kawaji T","Eur Heart J Open","2023","2023/06/26","PMC10287539","","10.1093/ehjopen/oead060"
"36385564","Which frailty tool best predicts morbidity and mortality in ambulatory patients with heart failure? A prospective study","Sze S, Pellicori P, Zhang J, Weston J, Clark AL.","Eur Heart J Qual Care Clin Outcomes. 2022 Nov 17:qcac073. doi: 10.1093/ehjqcco/qcac073. Online ahead of print.","Sze S","Eur Heart J Qual Care Clin Outcomes","2022","2022/11/17","","","10.1093/ehjqcco/qcac073"
"37697738","The cost-effectiveness of NT-proBNP for assessment of suspected acute heart failure in the emergency department","Walkley R, Allen AJ, Cowie MR, Maconachie R, Anderson L.","ESC Heart Fail. 2023 Sep 11. doi: 10.1002/ehf2.14471. Online ahead of print.","Walkley R","ESC Heart Fail","2023","2023/09/12","","","10.1002/ehf2.14471"
"36881779","Multimodality imaging in thoracic aortic diseases: a clinical consensus statement from the European Association of Cardiovascular Imaging and the European Society of Cardiology working group on aorta and peripheral vascular diseases","Evangelista A, Sitges M, Jondeau G, Nijveldt R, Pepi M, Cuellar H, Pontone G, Bossone E, Groenink M, Dweck MR, Roos-Hesselink JW, Mazzolai L, van Kimmenade R, Aboyans V, Rodríguez-Palomares J.","Eur Heart J Cardiovasc Imaging. 2023 Apr 24;24(5):e65-e85. doi: 10.1093/ehjci/jead024.","Evangelista A","Eur Heart J Cardiovasc Imaging","2023","2023/03/07","","","10.1093/ehjci/jead024"
"37643208","Understanding the Interplay between Iron Deficiency and Congestive Heart Failure: A comprehensive review","Kotak K, Aggarwal K, Garg S, Gupta V, Anamika F, Jain R.","Cardiol Rev. 2023 Aug 29. doi: 10.1097/CRD.0000000000000603. Online ahead of print.","Kotak K","Cardiol Rev","2023","2023/08/29","","","10.1097/CRD.0000000000000603"
"37289552","Localized dissection of the sinus of Valsalva mimicking spontaneous coronary artery dissection","Yuge N, Manabe S, Sugimura K, Shimokawa H.","Interdiscip Cardiovasc Thorac Surg. 2023 Jun 1;36(6):ivad091. doi: 10.1093/icvts/ivad091.","Yuge N","Interdiscip Cardiovasc Thorac Surg","2023","2023/06/08","PMC10275901","","10.1093/icvts/ivad091"
"36726368","Exertional oscillatory ventilation in subjects without heart failure reporting chronic dyspnoea","Neder JA, Rocha A, Arbex FF, Alencar MCN, Sperandio PA, Hirai DM, Berton DC.","ERJ Open Res. 2023 Jan 30;9(1):00324-2022. doi: 10.1183/23120541.00324-2022. eCollection 2023 Jan.","Neder JA","ERJ Open Res","2023","2023/02/02","PMC9885272","","10.1183/23120541.00324-2022"
"37671738","In-hospital changes in the red blood cell distribution width and mortality in critically ill patients with heart failure","Zhang Q, Zhou B, Li X, Cong H.","ESC Heart Fail. 2023 Sep 6. doi: 10.1002/ehf2.14513. Online ahead of print.","Zhang Q","ESC Heart Fail","2023","2023/09/06","","","10.1002/ehf2.14513"
"36552971","Artificial Intelligence, Wearables and Remote Monitoring for Heart Failure: Current and Future Applications","Gautam N, Ghanta SN, Mueller J, Mansour M, Chen Z, Puente C, Ha YM, Tarun T, Dhar G, Sivakumar K, Zhang Y, Halimeh AA, Nakarmi U, Al-Kindi S, DeMazumder D, Al'Aref SJ.","Diagnostics (Basel). 2022 Nov 26;12(12):2964. doi: 10.3390/diagnostics12122964.","Gautam N","Diagnostics (Basel)","2022","2022/12/23","PMC9777312","","10.3390/diagnostics12122964"
"36817653","Automatic daily remote monitoring in heart failure patients implanted with a cardiac resynchronisation therapy-defibrillator: a single-centre observational pilot study","Ezer P, Farkas N, Szokodi I, Kónyi A.","Arch Med Sci. 2021 Mar 25;19(1):73-85. doi: 10.5114/aoms/131958. eCollection 2023.","Ezer P","Arch Med Sci","2021","2023/02/23","PMC9897079","","10.5114/aoms/131958"
"37700071","Effect of dapagliflozin on ventricular repolarization in patients with heart failure with reduced ejection fraction","Nakase M, Yahagi K, Horiuchi Y, Asami M, Yuzawa H, Komiyama K, Tanaka J, Aoki J, Tanabe K.","Heart Vessels. 2023 Sep 12. doi: 10.1007/s00380-023-02298-x. Online ahead of print.","Nakase M","Heart Vessels","2023","2023/09/12","","","10.1007/s00380-023-02298-x"
"37210750","Efficacy of Pulmonary Artery Pressure Monitoring in Patients with Chronic Heart Failure: A Meta-Analysis of Three Randomized Controlled Trials","Clephas PRD, Radhoe SP, Boersma E, Gregson J, Jhund PS, Abraham WT, McMurray JJV, de Boer RA, Brugts JJ.","Eur Heart J. 2023 May 21:ehad346. doi: 10.1093/eurheartj/ehad346. Online ahead of print.","Clephas PRD","Eur Heart J","2023","2023/05/21","","","10.1093/eurheartj/ehad346"
"37306716","[Cardiovascular pharmacotherapy in old age]","Schulz M, Trenk D, Laufs U.","Herz. 2023 Aug;48(4):325-336. doi: 10.1007/s00059-023-05191-5. Epub 2023 Jun 12.","Schulz M","Herz","2023","2023/06/12","","","10.1007/s00059-023-05191-5"
"37608687","Role of serum cytokines in the prediction of heart failure in patients with coronary artery disease","Hou Q, Sun Z, Zhao L, Liu Y, Zhang J, Huang J, Luo Y, Xiao Y, Hu Z, Shen A.","ESC Heart Fail. 2023 Aug 22. doi: 10.1002/ehf2.14491. Online ahead of print.","Hou Q","ESC Heart Fail","2023","2023/08/23","","","10.1002/ehf2.14491"
"37537796","Impedance-based remote monitoring in patients with heart failure and concomitant chronic kidney disease","Wintrich J, Pavlicek V, Brachmann J, Bosch R, Butter C, Oswald H, Rybak K, Mahfoud F, Böhm M, Ukena C.","ESC Heart Fail. 2023 Aug 3. doi: 10.1002/ehf2.14387. Online ahead of print.","Wintrich J","ESC Heart Fail","2023","2023/08/04","","","10.1002/ehf2.14387"
